Name	Item	Piece	logNaO	logMgO	logAlO	logSiO	logKO	logCaO	logFeO
s48	48	12	-0.6821	-1.272	-1.9088	-0.0552	-2.194	-0.9268	-5.6412
s49	49	1	-0.6951	-1.3664	-2.0934	-0.2407	-2.4862	-1.0893	-2.2543
s49	49	2	-0.692	-1.3552	-2.1569	-0.2336	-2.3514	-1.0717	-2.236
s49	49	3	-0.698	-1.3727	-2.0859	-0.2213	-2.3668	-1.0483	-2.2321
s49	49	4	-0.6891	-1.3288	-2.1558	-0.2013	-2.3381	-1.0195	-2.2085
s49	49	5	-0.6898	-1.3456	-2.1357	-0.1833	-2.3697	-0.9785	-2.0485
s49	49	6	-0.6933	-1.3411	-2.1289	-0.1931	-2.618	-0.999	-2.1531
s49	49	7	-0.6832	-1.3395	-1.9956	-0.17	-2.3848	-0.9632	-2.0948
s49	49	8	-0.6976	-1.3582	-1.9372	-0.2023	-2.3027	-1.0276	-2.1324
s49	49	9	-0.6833	-1.3724	-2.036	-0.1977	-2.3185	-1.0275	-2.1189
s49	49	10	-0.6898	-1.3456	-2.1357	-0.1833	-2.3697	-0.9785	-2.0485
s49	49	11	-0.6933	-1.3411	-2.1289	-0.1931	-2.618	-0.999	-2.1531
s49	49	12	-0.6976	-1.3542	-2.0812	-0.2099	-2.3428	-1.037	-2.173
s50	50	1	-0.6871	-1.3327	-2.1495	-0.1558	-2.3385	-0.9236	-5.681
s50	50	2	-0.6833	-1.3138	-2.0773	-0.1549	-2.2814	-0.9204	-5.3783
s50	50	3	-0.6892	-1.3244	-2.1753	-0.155	-2.338	-0.9193	-5.6804
s50	50	4	-0.693	-1.3142	-2.0695	-0.1104	-2.2626	-0.8517	-5.6606
s50	50	5	-0.6818	-1.3046	-2.0981	-0.1243	-2.4359	-0.8775	-5.3653
s50	50	6	-0.6791	-1.3197	-2.0941	-0.1414	-2.4697	-0.9015	-5.6738
s50	50	7	-0.675	-1.2948	-2.0711	-0.1178	-2.3612	-0.867	-5.6622
s50	50	8	-0.6844	-1.3199	-2.1348	-0.1234	-2.3238	-0.8752	-5.3652
s50	50	9	-0.6855	-1.3115	-2.1322	-0.1184	-2.2658	-0.8644	-5.6637
s50	50	10	-0.6863	-1.3146	-2.1559	-0.1408	-2.3956	-0.9021	-5.6744
s50	50	11	-0.6928	-1.3393	-2.1593	-0.1452	-2.2798	-0.9106	-5.3768
s50	50	12	-0.6838	-1.3051	-2.1793	-0.1336	-2.3919	-0.891	-5.6706
